sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp,test
47.0,72.0,82.0,40.0,76.0,75.0,41.6,11.14,,,,6.7,810.2,1266.2,886.25,630.55,643.08,236.95,713.45,1072.12,818.55,828.0,604.2,1031.95,647.8,687.0,1181.05,900.65,830.4,902.8,743.8,,455.35,175.84,203.64,202.03,190.72,185.26,216.4,216.23,190.73,215.49,207.33,,,,,,9.06,161.39,297.78,55.05,15.44,9.9,189.59,359.34,64.93,18.86,9.09,189.07,300.14,56.65,15.29,,,,,,,,,,,,,,,,8.2,137.28,283.08,54.8,11.83,9.79,164.83,339.04,65.01,17.01,8.32,149.84,289.59,50.89,16.11,,,,,,,,,,,62.41,53.28,66.85,55.71,30.45,57.15,6.85,10.0,7.85,28.31,,,,,,,47.61,,21.28,37.57,30.0,35.92,42.08,0.42,13.71,21.57,18.42,37.66,
49.0,70.0,84.0,41.0,66.0,68.0,42.1,11.14,,,,6.7,810.1,1266.1,885.95,630.6,643.1,233.2,713.55,1072.25,818.4,828.3,604.25,1032.1,647.85,687.0,1181.3,900.45,830.5,902.9,743.85,,455.25,175.87,203.69,201.99,190.75,185.56,216.57,216.1,190.73,215.47,207.32,,,,,,9.21,163.25,300.54,55.59,15.68,10.05,189.85,359.61,64.82,19.08,9.28,191.5,304.02,56.83,15.98,,,,,,,,,,,,,,,,8.18,135.28,278.89,54.82,11.83,9.85,165.0,339.17,64.87,17.21,8.37,148.26,286.87,50.0,16.38,,,,,,,,,,,62.41,53.28,66.85,55.71,30.45,57.15,6.85,10.0,7.85,28.31,,,,,,,47.61,,21.28,37.57,30.0,35.92,42.08,0.42,13.71,21.57,18.42,37.66,
58.0,75.0,94.0,38.0,70.0,76.0,42.1,11.14,,,,6.7,810.56,1265.87,885.82,630.56,642.88,307.11,716.75,1073.29,820.2,828.81,604.12,1032.26,647.37,686.08,1183.35,901.28,831.28,903.91,744.63,,455.3,177.94,203.38,201.69,190.65,188.23,218.48,215.77,194.23,217.11,208.31,,,,,,7.37,136.6,252.09,46.41,13.6,7.82,152.28,288.45,52.17,15.07,7.11,149.36,237.0,44.4,12.47,,,,,,,,,,,,,,,,6.42,116.75,240.08,45.54,10.0,7.99,142.48,292.64,54.52,14.53,6.82,127.39,246.95,42.04,13.98,,,,,,,,,,,62.73,53.42,67.0,55.71,30.38,57.1,6.85,10.42,7.85,28.32,,,,,,,47.33,,21.57,38.28,30.71,36.06,42.53,0.42,13.28,21.0,18.14,37.45,
78.0,56.0,63.0,46.0,50.0,80.0,49.6,11.6,8.5,7.8,7.3,7.2,848.1,1456.0,1001.16,902.62,724.59,527.74,851.29,1118.26,988.34,825.0,639.91,1143.3,650.24,651.57,1092.94,900.84,845.52,906.12,789.23,,443.95,169.4,207.68,194.28,184.7,187.67,219.37,215.96,182.1,209.67,205.96,8.86,152.41,288.44,46.93,22.5,8.08,146.32,285.4,46.93,21.18,7.84,145.52,296.51,46.27,22.02,7.3,129.32,252.87,40.93,20.41,,,,,,,,,,,7.1,140.71,267.58,40.88,12.56,7.88,145.38,270.92,49.58,12.96,7.69,136.39,268.38,45.38,17.69,6.25,120.9,220.83,40.34,12.54,6.54,111.98,219.1,41.06,10.06,,,,,,63.13,57.37,71.87,63.12,29.67,49.61,6.75,13.87,9.12,28.15,65.47,,2.37,3.75,2.87,26.95,53.12,1.0,27.0,50.87,40.5,33.87,49.94,1.12,24.5,40.37,34.25,33.98,
80.0,60.0,76.0,45.0,72.0,72.0,49.6,11.6,8.5,7.8,7.3,7.2,848.1,1456.0,1001.16,902.62,724.59,527.74,851.29,1118.26,988.34,825.0,639.91,1143.3,650.24,651.57,1092.94,900.84,845.52,906.12,789.23,,443.95,169.4,207.68,194.28,184.7,187.67,219.37,215.96,182.1,209.67,205.96,8.86,152.41,288.44,46.93,22.5,8.08,146.32,285.4,46.93,21.18,7.84,145.52,296.51,46.27,22.02,7.3,129.32,252.87,40.93,20.41,,,,,,,,,,,7.1,140.71,267.58,40.88,12.56,7.88,145.38,270.92,49.58,12.96,7.69,136.39,268.38,45.38,17.69,6.25,120.9,220.83,40.34,12.54,6.54,111.98,219.1,41.06,10.06,,,,,,63.13,57.37,71.87,63.12,29.67,49.61,6.75,13.87,9.12,28.15,65.47,,2.37,3.75,2.87,26.95,53.12,1.0,27.0,50.87,40.5,33.87,49.94,1.12,24.5,40.37,34.25,33.98,
82.0,52.0,76.0,44.0,68.0,69.0,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8.0,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,,,,,,,,,,,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16.0,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,,,,,,63.04,58.0,72.37,64.0,29.82,48.53,7.37,14.37,9.62,28.31,65.69,,2.5,3.87,3.0,26.98,52.11,1.0,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41,
82.0,74.0,88.0,43.0,60.0,72.0,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8.0,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,,,,,,,,,,,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16.0,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,,,,,,63.04,58.0,72.37,64.0,29.82,48.53,7.37,14.37,9.62,28.31,65.69,,2.5,3.87,3.0,26.98,52.11,1.0,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41,
80.0,41.0,82.0,45.0,64.0,74.0,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8.0,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,,,,,,,,,,,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16.0,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,,,,,,63.04,58.0,72.37,64.0,29.82,48.53,7.37,14.37,9.62,28.31,65.69,,2.5,3.87,3.0,26.98,52.11,1.0,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41,
80.0,62.0,55.0,49.0,48.0,74.0,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8.0,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,,,,,,,,,,,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16.0,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,,,,,,63.04,58.0,72.37,64.0,29.82,48.53,7.37,14.37,9.62,28.31,65.69,,2.5,3.87,3.0,26.98,52.11,1.0,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41,
90.0,54.0,86.0,44.0,60.0,69.0,50.2,12.67,8.6,7.8,7.3,7.13,848.06,1454.1,1000.42,899.14,724.48,528.33,850.21,1118.58,986.76,825.25,639.69,1141.07,649.13,648.14,1088.76,900.04,846.02,905.29,789.91,,443.8,170.99,206.05,200.15,187.0,181.83,212.08,214.0,182.21,210.13,206.3,8.38,164.5,293.9,50.77,19.42,8.38,162.11,294.37,50.03,20.49,8.14,148.14,296.93,49.27,21.42,7.81,146.17,263.42,42.24,18.56,,,,,,,,,,,8.17,157.42,281.24,42.31,15.16,8.1,153.06,278.96,49.34,15.14,8.13,146.11,279.15,46.99,18.8,6.66,141.21,247.96,41.75,14.38,6.71,130.6,237.6,43.02,10.31,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
,,,,,,50.2,12.67,8.6,7.8,7.3,7.13,848.06,1454.1,1000.42,899.14,724.48,528.33,850.21,1118.58,986.76,825.25,639.69,1141.07,649.13,648.14,1088.76,900.04,846.02,905.29,789.91,,443.8,170.99,206.05,200.15,187.0,181.83,212.08,214.0,182.21,210.13,206.3,8.38,164.5,293.9,50.77,19.42,8.38,162.11,294.37,50.03,20.49,8.14,148.14,296.93,49.27,21.42,7.81,146.17,263.42,42.24,18.56,,,,,,,,,,,8.17,157.42,281.24,42.31,15.16,8.1,153.06,278.96,49.34,15.14,8.13,146.11,279.15,46.99,18.8,6.66,141.21,247.96,41.75,14.38,6.71,130.6,237.6,43.02,10.31,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,True
,,,,,,50.2,12.67,8.6,7.8,7.3,7.13,848.06,1454.1,1000.42,899.14,724.48,528.33,850.21,1118.58,986.76,825.25,639.69,1141.07,649.13,648.14,1088.76,900.04,846.02,905.29,789.91,,443.8,170.99,206.05,200.15,187.0,181.83,212.08,214.0,182.21,210.13,206.3,8.38,164.5,293.9,50.77,19.42,8.38,162.11,294.37,50.03,20.49,8.14,148.14,296.93,49.27,21.42,7.81,146.17,263.42,42.24,18.56,,,,,,,,,,,8.17,157.42,281.24,42.31,15.16,8.1,153.06,278.96,49.34,15.14,8.13,146.11,279.15,46.99,18.8,6.66,141.21,247.96,41.75,14.38,6.71,130.6,237.6,43.02,10.31,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,True
78.0,50.0,88.0,35.0,63.0,76.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
84.0,54.0,88.0,44.0,62.0,71.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
84.0,53.0,70.0,52.0,79.0,66.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
74.0,58.0,92.0,44.0,84.0,80.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
72.0,58.0,88.0,47.0,50.0,84.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
81.0,52.0,64.0,43.0,74.0,74.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
75.0,52.0,73.0,46.0,64.0,80.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
82.0,58.0,78.0,47.0,73.0,74.0,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,
,,,,,,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,,,,,,,,,,,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,,,,,,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,,3.12,4.75,3.87,27.03,51.17,1.0,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38.0,34.79,True
60.0,78.0,76.0,37.0,54.0,41.0,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7.0,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,,,,,,,,,,,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,,,,,,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,,3.75,5.25,4.5,27.07,50.25,1.0,26.5,49.37,39.37,35.13,48.03,1.5,28.0,47.37,39.12,35.08,
64.0,56.0,82.0,50.0,50.0,47.0,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7.0,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,,,,,,,,,,,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,,,,,,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,,3.75,5.25,4.5,27.07,50.25,1.0,26.5,49.37,39.37,35.13,48.03,1.5,28.0,47.37,39.12,35.08,
72.0,46.0,60.0,47.0,70.0,41.0,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7.0,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,,,,,,,,,,,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,,,,,,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,,3.75,5.25,4.5,27.07,50.25,1.0,26.5,49.37,39.37,35.13,48.03,1.5,28.0,47.37,39.12,35.08,
68.0,56.0,78.0,42.0,44.0,52.0,50.6,9.4,8.6,7.8,7.3,7.1,847.47,1452.6,999.0,897.02,724.46,527.1,849.13,1117.72,986.15,825.04,639.62,1141.28,650.82,648.05,1085.99,900.78,844.54,904.58,788.76,,442.72,170.4,207.29,193.29,182.8,187.78,216.45,214.74,181.93,211.5,206.14,8.46,184.96,316.25,53.87,18.42,8.59,177.13,303.19,51.66,19.71,8.77,155.46,310.79,52.42,19.62,7.53,157.34,270.17,44.67,18.25,,,,,,,,,,,7.92,162.23,278.58,40.81,15.75,8.15,152.5,275.45,48.38,16.64,8.07,148.55,281.69,47.3,18.86,6.8,135.77,232.46,39.92,14.56,7.21,135.95,233.56,41.93,11.92,,,,,,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,,3.75,5.25,4.5,27.07,50.25,1.0,26.5,49.37,39.37,35.13,48.03,1.5,28.0,47.37,39.12,35.08,
66.0,50.0,84.0,35.0,49.0,44.0,50.6,9.4,8.6,7.8,7.3,7.1,847.47,1452.6,999.0,897.02,724.46,527.1,849.13,1117.72,986.15,825.04,639.62,1141.28,650.82,648.05,1085.99,900.78,844.54,904.58,788.76,,442.72,170.4,207.29,193.29,182.8,187.78,216.45,214.74,181.93,211.5,206.14,8.46,184.96,316.25,53.87,18.42,8.59,177.13,303.19,51.66,19.71,8.77,155.46,310.79,52.42,19.62,7.53,157.34,270.17,44.67,18.25,,,,,,,,,,,7.92,162.23,278.58,40.81,15.75,8.15,152.5,275.45,48.38,16.64,8.07,148.55,281.69,47.3,18.86,6.8,135.77,232.46,39.92,14.56,7.21,135.95,233.56,41.93,11.92,,,,,,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,,3.75,5.25,4.5,27.07,50.25,1.0,26.5,49.37,39.37,35.13,48.03,1.5,28.0,47.37,39.12,35.08,
